,title,category,,
1810,VFlow: Discovering Optimal Agentic Workflows for Verilog Generation,neither,,
1811,CrowdVLM-R1: Expanding R1 Ability to Vision Language Model for Crowd Counting using Fuzzy Group Relative Policy Reward,reasoning_improvement,,
1812,Reasoning-SQL: Reinforcement Learning with SQL Tailored Partial Rewards for Reasoning-Enhanced Text-to-SQL,reasoning_improvement,,
1813,ToRL: Scaling Tool-Integrated RL,neither,,
1814,MoSE: Hierarchical Self-Distillation Enhances Early Layer Embeddings,neither,,
1815,Evolutionary Prompt Optimization Discovers Emergent Multimodal Reasoning Strategies in Vision-Language Models,reasoning_improvement,,
1816,LLM4FS: Leveraging Large Language Models for Feature Selection and How to Improve It,neither,,
1817,Exploring Data Scaling Trends and Effects in Reinforcement Learning from Human Feedback,neither,,
1818,Process Reward Modeling with Entropy-Driven Uncertainty,neither,,
1819,$\textit{Agents Under Siege}$: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,neither,,
1820,CPPO: Accelerating the Training of Group Relative Policy Optimization-Based Reasoning Models,reasoning_improvement,,
1821,"Thinking Longer, Not Larger: Enhancing Software Engineering Agents via Scaling Test-Time Compute",reasoning_improvement,,
1822,RARE: Retrieval-Augmented Reasoning Modeling,reasoning_improvement,,
1823,Discovering Knowledge Deficiencies of Language Models on Massive Knowledge Base,reasoning_improvement,,
1824,A Survey on Unlearnable Data,neither,,
1825,Wider or Deeper? Scaling LLM Inference-Time Compute with Adaptive Branching Tree Search,reasoning_improvement,,
1826,GenieBlue: Integrating both Linguistic and Multimodal Capabilities for Large Language Models on Mobile Devices,neither,,
1827,SmartBench: Is Your LLM Truly a Good Chinese Smartphone Assistant?,neither,,
1828,Rank-R1: Enhancing Reasoning in LLM-based Document Rerankers via Reinforcement Learning,reasoning_improvement,,
1829,How to Protect Yourself from 5G Radiation? Investigating LLM Responses to Implicit Misinformation,neither,,
1830,DAPO: An Open-Source LLM Reinforcement Learning System at Scale,neither,,
1831,Praxis-VLM: Vision-Grounded Decision Making via Text-Driven Reinforcement Learning,reasoning_improvement,,
1832,From Trial to Triumph: Advancing Long Video Understanding via Visual Context Sample Scaling and Self-reward Alignment,neither,,
1833,Injecting Adrenaline into LLM Serving: Boosting Resource Utilization and Throughput via Attention Disaggregation,neither,,
1834,"A multi-agentic framework for real-time, autonomous freeform metasurface design",neither,,
1835,Enabling AI Scientists to Recognize Innovation: A Domain-Agnostic Algorithm for Assessing Novelty,neither,,
1836,ToxicSQL: Migrating SQL Injection Threats into Text-to-SQL Models via Backdoor Attack,neither,,
1837,LTLCodeGen: Code Generation of Syntactically Correct Temporal Logic for Robot Task Planning,neither,,
1838,Training Domain Draft Models for Speculative Decoding: Best Practices and Insights,reasoning_improvement,,
1839,MMLU-ProX: A Multilingual Benchmark for Advanced Large Language Model Evaluation,neither,,
1840,Pseudo-Relevance Feedback Can Improve Zero-Shot LLM-Based Dense Retrieval,reasoning_improvement,,
1841,MetaLadder: Ascending Mathematical Solution Quality via Analogical-Problem Reasoning Transfer,reasoning_improvement,,
1842,Does Chain-of-Thought Reasoning Help Mobile GUI Agent? An Empirical Study,reasoning_improvement,,
1843,REALM: A Dataset of Real-World LLM Use Cases,neither,,
1844,I Have Covered All the Bases Here: Interpreting Reasoning Features in Large Language Models via Sparse Autoencoders,reasoning_improvement,,
1845,Residual Policy Gradient: A Reward View of KL-regularized Objective,neither,,
1846,Beyond A Single AI Cluster: A Survey of Decentralized LLM Training,neither,,
1847,Auditing language models for hidden objectives,neither,,
1848,VeriContaminated: Assessing LLM-Driven Verilog Coding for Data Contamination,neither,,
1849,Agent-Enhanced Large Language Models for Researching Political Institutions,neither,,
1850,MedAgent-Pro: Towards Evidence-based Multi-modal Medical Diagnosis via Reasoning Agentic Workflow,reasoning_improvement,,
1851,Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,reasoning_improvement,,
1852,SimpleRL-Zoo: Investigating and Taming Zero Reinforcement Learning for Open Base Models in the Wild,neither,,
1853,Learning to Lie: Reinforcement Learning Attacks Damage Human-AI Teams and Teams of LLMs,neither,,
1854,PharmAgents: Building a Virtual Pharma with Large Language Model Agents,neither,,
1855,Boosting MLLM Reasoning with Text-Debiased Hint-GRPO,reasoning_improvement,,
1856,HumanAesExpert: Advancing a Multi-Modality Foundation Model for Human Image Aesthetic Assessment,neither,,
1857,Entropy-guided sequence weighting for efficient exploration in RL-based LLM fine-tuning,reasoning_improvement,,
1858,"Vanlioglu, Abdullah",neither,,
1859,Efficient Inference for Large Reasoning Models: A Survey,both,,
1860,Can DeepSeek Reason Like a Surgeon? An Empirical Evaluation for Vision-Language Understanding in Robotic-Assisted Surgery,reasoning_improvement,,
1861,Shape and Texture Recognition in Large Vision-Language Models,neither,,
1862,When 'YES' Meets 'BUT': Can Large Models Comprehend Contradictory Humor Through Comparative Reasoning?,reasoning_improvement,,
1863,Aurelia: Test-time Reasoning Distillation in Audio-Visual LLMs,reasoning_improvement,,
1864,Satori: Reinforcement Learning with Chain-of-Action-Thought Enhances LLM Reasoning via Autoregressive Search,reasoning_improvement,,
1865,LLM Query Scheduling with Prefix Reuse and Latency Constraints,neither,,
1866,Speculative Prefill: Turbocharging TTFT with Lightweight and Training-Free Token Importance Estimation,reasoning_improvement,,
1867,Nature Language Model: Deciphering the Language of Nature for Scientific Discovery,neither,,
1868,Enhancing Auto-regressive Chain-of-Thought through Loop-Aligned Reasoning,reasoning_improvement,,
1869,Multi-Novelty: Improve the Diversity and Novelty of Contents Generated by Large Language Models via inference-time Multi-Views Brainstorming,neither,,
1870,BIG-Bench Extra Hard,neither,,
1871,Can Textual Gradient Work in Federated Learning?,neither,,
1872,The Lookahead Limitation: Why Multi-Operand Addition is Hard for LLMs,reasoning_improvement,,
1873,Collab-Overcooked: Benchmarking and Evaluating Large Language Models as Collaborative Agents,neither,,
1874,RadVLM: A Multitask Conversational Vision-Language Model for Radiology,neither,,
1875,Policy-to-Language: Train LLMs to Explain Decisions with Flow-Matching Generated Rewards,reasoning_improvement,,
1876,On the logical skills of large language models: evaluations using arbitrarily complex first-order logic problems,reasoning_improvement,,
1877,AdaptiveStep: Automatically Dividing Reasoning Step through Model Confidence,reasoning_improvement,,
1878,"A Cautionary Tale About ""Neutrally"" Informative AI Tools Ahead of the 2025 Federal Elections in Germany",neither,,
1879,MathClean: A Benchmark for Synthetic Mathematical Data Cleaning,neither,,
1880,ChatGPT and Deepseek: Can They Predict the Stock Market and Macroeconomy?,neither,,
1881,QueryAttack: Jailbreaking Aligned Large Language Models Using Structured Non-natural Query Language,neither,,
1882,Reasoning with Reinforced Functional Token Tuning,reasoning_improvement,,
1883,Improving Multi-turn Task Completion in Task-Oriented Dialog Systems via Prompt Chaining and Fine-Grained Feedback,reasoning_improvement,,
1884,GeLLMO: Generalizing Large Language Models for Multi-property Molecule Optimization,neither,,
1885,LLM4Tag: Automatic Tagging System for Information Retrieval via Large Language Models,neither,,
1886,MM-Verify: Enhancing Multimodal Reasoning with Chain-of-Thought Verification,reasoning_improvement,,
1887,REALM-Bench: A Real-World Planning Benchmark for LLMs and Multi-Agent Systems,neither,,
1888,"Can LLMs Help Uncover Insights about LLMs? A Large-Scale, Evolving Literature Analysis of Frontier LLMs",neither,,
1889,Evaluating Intelligence via Trial and Error,neither,,
1890,LogiDynamics: Unraveling the Dynamics of Logical Inference in Large Language Model Reasoning,reasoning_improvement,,
1891,Learning to Reason at the Frontier of Learnability,reasoning_improvement,,
1892,Evaluating the Paperclip Maximizer: Are RL-Based Language Models More Likely to Pursue Instrumental Goals?,reasoning_improvement,,
1893,Revisiting the Test-Time Scaling of o1-like Models: Do they Truly Possess Test-Time Scaling Capabilities?,neither,,
1894,Evaluating Step-by-step Reasoning Traces: A Survey,reasoning_improvement,,
1895,Towards an AI co-scientist,neither,,
1896,Membership Inference Attack Should Move On to Distributional Statistics for Distilled Generative Models,neither,,
1897,OverThink: Slowdown Attacks on Reasoning LLMs,neither,,
1898,Peri-LN: Revisiting Layer Normalization in the Transformer Architecture,neither,,
1899,QLASS: Boosting Language Agent Inference via Q-Guided Stepwise Search,reasoning_improvement,,
1900,Are Rules Meant to be Broken? Understanding Multilingual Moral Reasoning as a Computational Pipeline with UniMoral,reasoning_improvement,,
1901,Aligned Multi Objective Optimization,neither,,
1902,LServe: Efficient Long-sequence LLM Serving with Unified Sparse Attention,chain_of_thought_reduction,,
1903,Quantize What Counts: Bit Allocation Insights Informed by Spectral Gaps in Keys and Values,neither,,
1904,Theoretical Physics Benchmark (TPBench) -- a Dataset and Study of AI Reasoning Capabilities in Theoretical Physics,reasoning_improvement,,
1905,GenAI at the Edge: Comprehensive Survey on Empowering Edge Devices,neither,,
1906,From ChatGPT to DeepSeek: Can LLMs Simulate Humanity?,neither,,
1907,Collective Reasoning Among LLMs A Framework for Answer Validation Without Ground Truth,reasoning_improvement,,
1908,Adapt-Pruner: Adaptive Structural Pruning for Efficient Small Language Model Training,neither,,
1909,Reflection-Window Decoding: Text Generation with Selective Refinement,reasoning_improvement,,
1910,PIM Is All You Need: A CXL-Enabled GPU-Free System for Large Language Model Inference,neither,,
1911,Nuclear Deployed: Analyzing Catastrophic Risks in Decision-making of Autonomous LLM Agents,neither,,
1912,Evaluating o1-Like LLMs: Unlocking Reasoning for Translation through Comprehensive Analysis,reasoning_improvement,,
1913,UnitCoder: Scalable Iterative Code Synthesis with Unit Test Guidance,neither,,
1914,Uncertainty-Aware Step-wise Verification with Generative Reward Models,reasoning_improvement,,
1915,ExpliCa: Evaluating Explicit Causal Reasoning in Large Language Models,reasoning_improvement,,
1916,Thus Spake Long-Context Large Language Model,neither,,
1917,Child vs. machine language learning: Can the logical structure of human language unleash LLMs?,reasoning_improvement,,
1918,Scalable Best-of-N Selection for Large Language Models via Self-Certainty,reasoning_improvement,,
1919,R1-T1: Fully Incentivizing Translation Capability in LLMs via Reasoning Learning,reasoning_improvement,,
1920,Scoring Verifiers: Evaluating Synthetic Verification for Code and Reasoning,reasoning_improvement,,
1921,Is That Your Final Answer? Test-Time Scaling Improves Selective Question Answering,reasoning_improvement,,
1922,Where's the Bug? Attention Probing for Scalable Fault Localization,neither,,
1923,SVDq: 1.25-bit and 410x Key Cache Compression for LLM Attention,neither,,
1924,Problem-Solving Logic Guided Curriculum In-Context Learning for LLMs Complex Reasoning,reasoning_improvement,,
1925,"Gallego, Víctor",neither,,
1926,Enhancing Cross-Tokenizer Knowledge Distillation with Contextual Dynamical Mapping,reasoning_improvement,,
1927,Balancing the Budget: Understanding Trade-offs Between Supervised and Preference-Based Finetuning,neither,,
1928,Ramp Up NTT in Record Time using GPU-Accelerated Algorithms and LLM-based Code Generation,neither,,
1929,Primus: A Pioneering Collection of Open-Source Datasets for Cybersecurity LLM Training,neither,,
1930,LLM-Empowered Class Imbalanced Graph Prompt Learning for Online Drug Trafficking Detection,neither,,
1931,How Effective Is Constitutional AI in Small LLMs? A Study on DeepSeek-R1 and Its Peers,neither,,
1932,Layer by Layer: Uncovering Hidden Representations in Language Models,neither,,
1933,You Are What You Eat -- AI Alignment Requires Understanding How Data Shapes Structure and Generalisation,neither,,
1934,MetaSC: Test-Time Safety Specification Optimization for Language Models,neither,,
1935,Distill Not Only Data but Also Rewards: Can Smaller Language Models Surpass Larger Ones?,reasoning_improvement,,
1936,XCOMPS: A Multilingual Benchmark of Conceptual Minimal Pairs,neither,,
1937,Stay Focused: Problem Drift in Multi-Agent Debate,neither,,
1938,Med-RLVR: Emerging Medical Reasoning from a 3B base model via reinforcement Learning,reasoning_improvement,,
1939,Evaluating System 1 vs. 2 Reasoning Approaches for Zero-Shot Time Series Forecasting: A Benchmark and Insights,reasoning_improvement,,
1940,Large Language Models Penetration in Scholarly Writing and Peer Review,neither,,
1941,AlphaMaze: Enhancing Large Language Models' Spatial Intelligence via GRPO,reasoning_improvement,,
1942,SuperGPQA: Scaling LLM Evaluation across 285 Graduate Disciplines,neither,,
1943,A Statistical Case Against Empirical Human-AI Alignment,neither,,
1944,A Survey of Model Architectures in Information Retrieval,neither,,
1945,Guiding not Forcing: Enhancing the Transferability of Jailbreaking Attacks on LLMs via Removing Superfluous Constraints,neither,,
1946,Confidence Improves Self-Consistency in LLMs,reasoning_improvement,,
1947,Expect the Unexpected: FailSafe Long Context QA for Finance,neither,,
1948,O1 Embedder: Let Retrievers Think Before Action,reasoning_improvement,,
1949,Goedel-Prover: A Frontier Model for Open-Source Automated Theorem Proving,reasoning_improvement,,
1950,Learning to Stop Overthinking at Test Time,chain_of_thought_reduction,,
1951,DiSCo: Device-Server Collaborative LLM-Based Text Streaming Services,neither,,
1952,Small Models Struggle to Learn from Strong Reasoners,reasoning_improvement,,
1953,A Study on Leveraging Search and Self-Feedback for Agent Reasoning,reasoning_improvement,,
1954,HermesFlow: Seamlessly Closing the Gap in Multimodal Understanding and Generation,neither,,
1955,Measuring Faithfulness of Chains of Thought by Unlearning Reasoning Steps,reasoning_improvement,,
1956,CoT2Align: Cross-Chain of Thought Distillation via Optimal Transport Alignment for Language Models with Different Tokenizers,both,,
1957,Uncertainty Quantification of Large Language Models through Multi-Dimensional Responses,neither,,
1958,Towards Enhanced Immersion and Agency for LLM-based Interactive Drama,neither,,
1959,Can Large Language Models Detect Errors in Long Chain-of-Thought Reasoning?,reasoning_improvement,,
1960,HARBOR: Exploring Persona Dynamics in Multi-Agent Competition,neither,,
1961,A Mousetrap: Fooling Large Reasoning Models for Jailbreak with Chain of Iterative Chaos,neither,,
1962,Isolating Language-Coding from Problem-Solving: Benchmarking LLMs with PseudoEval,reasoning_improvement,,
1963,Beyond the Tip of Efficiency: Uncovering the Submerged Threats of Jailbreak Attacks in Small Language Models,neither,,
1964,Political Neutrality in AI is Impossible- But Here is How to Approximate it,neither,,
1965,MATH-Perturb: Benchmarking LLMs' Math Reasoning Abilities against Hard Perturbations,reasoning_improvement,,
1966,An Empirical Risk Minimization Approach for Offline Inverse RL and Dynamic Discrete Choice Model,neither,,
1967,Designing Parameter and Compute Efficient Diffusion Transformers using Distillation,neither,,
1968,"Sundaresha, Vignesh",neither,,
1969,Spontaneous Giving and Calculated Greed in Language Models,neither,,
1970,NAVER: A Neuro-Symbolic Compositional Automaton for Visual Grounding with Explicit Logic Reasoning,reasoning_improvement,,
1971,Bellman Error Centering,neither,,
1972,Leveraging Reasoning with Guidelines to Elicit and Utilize Knowledge for Enhancing Safety Alignment,reasoning_improvement,,
1973,An Inquiry into Datacenter TCO for LLM Inference with FP8,neither,,
1974,Ignore the KL Penalty! Boosting Exploration on Critical Tokens to Enhance RL Fine-Tuning,neither,,
1975,Chain-of-Thought Matters: Improving Long-Context Language Models with Reasoning Path Supervision,reasoning_improvement,,
1976,ReasonFlux: Hierarchical LLM Reasoning via Scaling Thought Templates,reasoning_improvement,,
1977,Medicine on the Edge: Comparative Performance Analysis of On-Device LLMs for Clinical Reasoning,reasoning_improvement,,
1978,Adapting Language-Specific LLMs to a Reasoning Model in One Day via Model Merging -- An Open Recipe,reasoning_improvement,,
1979,CRANE: Reasoning with constrained LLM generation,reasoning_improvement,,
1980,Practical Principles for AI Cost and Compute Accounting,neither,,
1981,Debt Collection Negotiations with Large Language Models: An Evaluation System and Optimizing Decision Making with Multi-Agent,neither,,
1982,WiCkeD: A Simple Method to Make Multiple Choice Benchmarks More Challenging,neither,,
1983,ConMeC: A Dataset for Metonymy Resolution with Common Nouns,neither,,
1984,Do We Need to Verify Step by Step? Rethinking Process Supervision from a Theoretical Perspective,reasoning_improvement,,
1985,Schemex: Discovering Design Patterns from Examples through Iterative Abstraction and Refinement,neither,,
1986,Does Reasoning Introduce Bias? A Study of Social Bias Evaluation and Mitigation in LLM Reasoning,neither,,
1987,Hyperspherical Normalization for Scalable Deep Reinforcement Learning,neither,,
1988,Position: Standard Benchmarks Fail -- LLM Agents Present Overlooked Risks for Financial Applications,neither,,
1989,Strategic priorities for transformative progress in advancing biology with proteomics and artificial intelligence,neither,,
1990,A-MEM: Agentic Memory for LLM Agents,reasoning_improvement,,
1991,Leveraging large language models for structured information extraction from pathology reports,neither,,
1992,"Hallucinations are inevitable but can be made statistically negligible. The ""innate"" inevitability of hallucinations cannot explain practical LLM issues",neither,,
1993,On the Query Complexity of Verifier-Assisted Language Generation,neither,,
1994,To Think or Not to Think: Exploring the Unthinking Vulnerability in Large Reasoning Models,reasoning_improvement,,
1995,The Self-Improvement Paradox: Can Language Models Bootstrap Reasoning Capabilities without External Scaffolding?,reasoning_improvement,,
1996,SPPD: Self-training with Process Preference Learning Using Dynamic Value Margin,reasoning_improvement,,
1997,FanChuan: A Multilingual and Graph-Structured Benchmark For Parody Detection and Analysis,neither,,
1998,Agentic Reward Modeling: Integrating Human Preferences with Verifiable Correctness Signals for Reliable Reward Systems,reasoning_improvement,,
1999,General Reasoning Requires Learning to Reason from the Get-go,reasoning_improvement,,
2000,Large Language Diffusion Models,neither,,
2001,Continuous Learning Conversational AI: A Personalized Agent Framework via A2C Reinforcement Learning,neither,,
2002,None of the Others: a General Technique to Distinguish Reasoning from Memorization in Multiple-Choice LLM Evaluation Benchmarks,reasoning_improvement,,
2003,S$^2$R: Teaching LLMs to Self-verify and Self-correct via Reinforcement Learning,reasoning_improvement,,
2004,Patterns Over Principles: The Fragility of Inductive Reasoning in LLMs under Noisy Observations,reasoning_improvement,,
2005,"Mapping 1,000+ Language Models via the Log-Likelihood Vector",neither,,
2006,ThinkBench: Dynamic Out-of-Distribution Evaluation for Robust LLM Reasoning,reasoning_improvement,,
2007,DocPuzzle: A Process-Aware Benchmark for Evaluating Realistic Long-Context Reasoning Capabilities,reasoning_improvement,,
2008,Can LLMs Explain Themselves Counterfactually?,reasoning_improvement,,
2009,$Q\sharp$: Provably Optimal Distributional RL for LLM Post-Training,reasoning_improvement,,
2010,Sim-to-Real Reinforcement Learning for Vision-Based Dexterous Manipulation on Humanoids,neither,,
2011,EgoNormia: Benchmarking Physical Social Norm Understanding,neither,,
2012,FANformer: Improving Large Language Models Through Effective Periodicity Modeling,reasoning_improvement,,
2013,LLM Post-Training: A Deep Dive into Reasoning Large Language Models,reasoning_improvement,,
2014,UDora: A Unified Red Teaming Framework against LLM Agents by Dynamically Hijacking Their Own Reasoning,neither,,
2015,NeoBERT: A Next-Generation BERT,neither,,
2016,Smart Routing: Cost-Effective Multi-LLM Serving for Multi-Core AIOS,neither,,
2017,TRUTH DECAY: Quantifying Multi-Turn Sycophancy in Language Models,neither,,
2018,Automating Mathematical Proof Generation Using Large Language Model Agents and Knowledge Graphs,reasoning_improvement,,
2019,"What is a Number, That a Large Language Model May Know It?",neither,,
2020,ACECODER: Acing Coder RL via Automated Test-Case Synthesis,reasoning_improvement,,
2021,SEA-HELM: Southeast Asian Holistic Evaluation of Language Models,neither,,
2022,MedHallu: A Comprehensive Benchmark for Detecting Medical Hallucinations in Large Language Models,neither,,
2023,Lower Bounds for Chain-of-Thought Reasoning in Hard-Attention Transformers,reasoning_improvement,,
2024,NoLiMa: Long-Context Evaluation Beyond Literal Matching,reasoning_improvement,,
2025,Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach,reasoning_improvement,,
2026,Probabilistic Artificial Intelligence,neither,,
2027,Joint MoE Scaling Laws: Mixture of Experts Can Be Memory Efficient,neither,,
2028,Towards Foundational Models for Dynamical System Reconstruction: Hierarchical Meta-Learning via Mixture of Experts,reasoning_improvement,,
2029,GSM-Infinite: How Do Your LLMs Behave over Infinitely Increasing Context Length and Reasoning Complexity?,reasoning_improvement,,
2030,LLMs Can Teach Themselves to Better Predict the Future,reasoning_improvement,,
2031,RefineCoder: Iterative Improving of Large Language Models via Adaptive Critique Refinement for Code Generation,reasoning_improvement,,
2032,Thinking beyond the anthropomorphic paradigm benefits LLM research,neither,,
2033,EPO: Explicit Policy Optimization for Strategic Reasoning in LLMs via Reinforcement Learning,reasoning_improvement,,
2034,The Hidden Risks of Large Reasoning Models: A Safety Assessment of R1,neither,,
2035,PyEvalAI: AI-assisted evaluation of Jupyter Notebooks for immediate personalized feedback,neither,,
2036,MIND: Towards Immersive Psychological Healing with Multi-agent Inner Dialogue,neither,,
2037,Self-Training Elicits Concise Reasoning in Large Language Models,both,,
2038,To Code or not to Code? Adaptive Tool Integration for Math Language Models via Expectation-Maximization,neither,,
2039,Reusing Embeddings: Reproducible Reward Model Research in Large Language Model Alignment without GPUs,neither,,
2040,SafeChain: Safety of Language Models with Long Chain-of-Thought Reasoning Capabilities,reasoning_improvement,,
2041,Presumed Cultural Identity: How Names Shape LLM Responses,neither,,
2042,Beyond Sample-Level Feedback: Using Reference-Level Feedback to Guide Data Synthesis,neither,,
2043,A Comparison of DeepSeek and Other LLMs,neither,,
2044,VersaPRM: Multi-Domain Process Reward Model via Synthetic Reasoning Data,reasoning_improvement,,
2045,InfiniteHiP: Extending Language Model Context Up to 3 Million Tokens on a Single GPU,neither,,
2046,Towards Watermarking of Open-Source LLMs,neither,,
2047,Focused-DPO: Enhancing Code Generation Through Focused Preference Optimization on Error-Prone Points,reasoning_improvement,,
2048,FastMCTS: A Simple Sampling Strategy for Data Synthesis,neither,,
2049,Building A Proof-Oriented Programmer That Is 64% Better Than GPT-4o Under Data Scarcity,reasoning_improvement,,
2050,Beyond Release: Access Considerations for Generative AI Systems,neither,,
2051,DISC: Dynamic Decomposition Improves LLM Inference Scaling,reasoning_improvement,,
2052,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,neither,,
2053,Beyond Pattern Recognition: Probing Mental Representations of LMs,reasoning_improvement,,
2054,Project Alexandria: Towards Freeing Scientific Knowledge from Copyright Burdens via LLMs,neither,,
2055,PIPA: Preference Alignment as Prior-Informed Statistical Estimation,neither,,
2056,Enhancing Depression Detection with Chain-of-Thought Prompting: From Emotion to Reasoning Using Large Language Models,reasoning_improvement,,
2057,LLMs for Drug-Drug Interaction Prediction: A Comprehensive Comparison,neither,,
2058,Specializing Large Language Models to Simulate Survey Response Distributions for Global Populations,neither,,
2059,Rethinking Fine-Tuning when Scaling Test-Time Compute: Limiting Confidence Improves Mathematical Reasoning,reasoning_improvement,,
2060,Competitive Programming with Large Reasoning Models,neither,,
2061,KABB: Knowledge-Aware Bayesian Bandits for Dynamic Expert Coordination in Multi-Agent Systems,neither,,
2062,ChunkKV: Semantic-Preserving KV Cache Compression for Efficient Long-Context LLM Inference,chain_of_thought_reduction,,
2063,STAIR: Improving Safety Alignment with Introspective Reasoning,reasoning_improvement,,
2064,Implicit Bias of Spectral Descent and Muon on Multiclass Separable Data,neither,,
2065,Text2World: Benchmarking Large Language Models for Symbolic World Model Generation,neither,,
2066,Reasoning-to-Defend: Safety-Aware Reasoning Can Defend Large Language Models from Jailbreaking,reasoning_improvement,,
2067,MatterChat: A Multi-Modal LLM for Material Science,neither,,
2068,NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,reasoning_improvement,,
2069,PairBench: A Systematic Framework for Selecting Reliable Judge VLMs,neither,,
2070,LIMO: Less is More for Reasoning,chain_of_thought_reduction,,
2071,Training Language Models to Reason Efficiently,reasoning_improvement,,
2072,Unveiling the Mechanisms of Explicit CoT Training: How CoT Enhances Reasoning Generalization,reasoning_improvement,,
2073,MathConstruct: Challenging LLM Reasoning with Constructive Proofs,reasoning_improvement,,
2074,Open-Source AI-Powered Optimization in Scalene: Advancing Python Performance Profiling with DeepSeek-R1 and LLaMA 3.2,neither,,
2075,À la recherche du sens perdu: your favourite LLM might have more to say than you can understand,reasoning_improvement,,
2076,"Erziev, K. O. T.",neither,,
2077,UGPhysics: A Comprehensive Benchmark for Undergraduate Physics Reasoning with Large Language Models,reasoning_improvement,,
2078,Step Back to Leap Forward: Self-Backtracking for Boosting Reasoning of Language Models,reasoning_improvement,,
2079,Can 1B LLM Surpass 405B LLM? Rethinking Compute-Optimal Test-Time Scaling,reasoning_improvement,,
2080,Reasoning Does Not Necessarily Improve Role-Playing Ability,neither,,
2081,CoT-UQ: Improving Response-wise Uncertainty Quantification in LLMs with Chain-of-Thought,reasoning_improvement,,
2082,PrivaCI-Bench: Evaluating Privacy with Contextual Integrity and Legal Compliance,neither,,
2083,FINEREASON: Evaluating and Improving LLMs' Deliberate Reasoning through Reflective Puzzle Solving,reasoning_improvement,,
2084,DeepRetrieval: Hacking Real Search Engines and Retrievers with Large Language Models via Reinforcement Learning,neither,,
2085,Do we Really Need Visual Instructions? Towards Visual Instruction-Free Fine-tuning for Large Vision-Language Models,neither,,
2086,Learning to Keep a Promise: Scaling Language Model Decoding Parallelism with Learned Asynchronous Decoding,neither,,
2087,Theorem Prover as a Judge for Synthetic Data Generation,neither,,
2088,Multimodal Mamba: Decoder-only Multimodal State Space Model via Quadratic to Linear Distillation,neither,,
2089,Line Goes Up? Inherent Limitations of Benchmarks for Evaluating Large Language Models,neither,,
2090,EfficientLLM: Scalable Pruning-Aware Pretraining for Architecture-Agnostic Edge Language Models,chain_of_thought_reduction,,
2091,A Survey of LLM-based Agents in Medicine: How far are we from Baymax?,neither,,
2092,Probing Semantic Routing in Large Mixture-of-Expert Models,neither,,
2093,Dyve: Thinking Fast and Slow for Dynamic Process Verification,neither,,
2094,System Message Generation for User Preferences using Open-Source Models,neither,,
2095,Beyond Single-Task: Robust Multi-Task Length Generalization for LLMs,reasoning_improvement,,
2096,A Survey of Personalized Large Language Models: Progress and Future Directions,neither,,
2097,LESA: Learnable LLM Layer Scaling-Up,neither,,
2098,Unraveling the Localized Latents: Learning Stratified Manifold Structures in LLM Embedding Space with Sparse Mixture-of-Experts,neither,,
2099,Training a Generally Curious Agent,reasoning_improvement,,
2100,"Fodor, James",neither,,
2101,ChemHTS: Hierarchical Tool Stacking for Enhancing Chemical Agents,neither,,
2102,LR$^2$Bench: Evaluating Long-chain Reflective Reasoning Capabilities of Large Language Models via Constraint Satisfaction Problems,reasoning_improvement,,
2103,Generating patient cohorts from electronic health records using two-step retrieval-augmented text-to-SQL generation,neither,,
2104,Generating Computational Cognitive Models using Large Language Models,neither,,
2105,Iterative Deepening Sampling for Large Language Models,neither,,
2106,Safety at Scale: A Comprehensive Survey of Large Model Safety,neither,,
2107,MoHAVE: Mixture of Hierarchical Audio-Visual Experts for Robust Speech Recognition,neither,,
2108,Ad-hoc Concept Forming in the Game Codenames as a Means for Evaluating Large Language Models,neither,,
2109,PEA: Enhancing LLM Performance on Computational-Reasoning Tasks,reasoning_improvement,,
2110,Climate And Resource Awareness is Imperative to Achieving Sustainable AI (and Preventing a Global AI Arms Race),neither,,
2111,ConvCodeWorld: Benchmarking Conversational Code Generation in Reproducible Feedback Environments,neither,,
2112,Haunted House: A text-based game for comparing the flexibility of mental models in humans and LLMs,neither,,
2113,Brief analysis of DeepSeek R1 and its implications for Generative AI,neither,,
2114,Logarithmic Regret for Online KL-Regularized Reinforcement Learning,neither,,
2115,CodeI/O: Condensing Reasoning Patterns via Code Input-Output Prediction,chain_of_thought_reduction,,
2116,Trustworthy GNNs with LLMs: A Systematic Review and Taxonomy,neither,,
2117,Zero-Shot Belief: A Hard Problem for LLMs,reasoning_improvement,,
2118,Unlocking the Potential of Generative AI through Neuro-Symbolic Architectures: Benefits and Limitations,reasoning_improvement,,
2119,BRIGHTER: BRIdging the Gap in Human-Annotated Textual Emotion Recognition Datasets for 28 Languages,neither,,
2120,MathFimer: Enhancing Mathematical Reasoning by Expanding Reasoning Steps through Fill-in-the-Middle Task,reasoning_improvement,,
2121,BaxBench: Can LLMs Generate Correct and Secure Backends?,neither,,
2122,S*: Test Time Scaling for Code Generation,neither,,
2123,Linguistic Generalizability of Test-Time Scaling in Mathematical Reasoning,reasoning_improvement,,
2124,Reasoning with Latent Thoughts: On the Power of Looped Transformers,reasoning_improvement,,
