title,category
The Lookahead Limitation: Why Multi-Operand Addition is Hard for LLMs,reasoning_improvement
Policy-to-Language: Train LLMs to Explain Decisions with Flow-Matching Generated Rewards,reasoning_improvement
On the logical skills of large language models: evaluations using arbitrarily complex first-order logic problems,reasoning_improvement
AdaptiveStep: Automatically Dividing Reasoning Step through Model Confidence,reasoning_improvement
Reasoning with Reinforced Functional Token Tuning,reasoning_improvement
Improving Multi-turn Task Completion in Task-Oriented Dialog Systems via Prompt Chaining and Fine-Grained Feedback,reasoning_improvement
MM-Verify: Enhancing Multimodal Reasoning with Chain-of-Thought Verification,reasoning_improvement
LogiDynamics: Unraveling the Dynamics of Logical Inference in Large Language Model Reasoning,reasoning_improvement
Learning to Reason at the Frontier of Learnability,reasoning_improvement
Evaluating the Paperclip Maximizer: Are RL-Based Language Models More Likely to Pursue Instrumental Goals?,reasoning_improvement
Evaluating Step-by-step Reasoning Traces: A Survey,reasoning_improvement
QLASS: Boosting Language Agent Inference via Q-Guided Stepwise Search,reasoning_improvement
Are Rules Meant to be Broken? Understanding Multilingual Moral Reasoning as a Computational Pipeline with UniMoral,reasoning_improvement
Theoretical Physics Benchmark (TPBench) -- a Dataset and Study of AI Reasoning Capabilities in Theoretical Physics,reasoning_improvement
Collective Reasoning Among LLMs A Framework for Answer Validation Without Ground Truth,reasoning_improvement
Reflection-Window Decoding: Text Generation with Selective Refinement,reasoning_improvement
Evaluating o1-Like LLMs: Unlocking Reasoning for Translation through Comprehensive Analysis,reasoning_improvement
Uncertainty-Aware Step-wise Verification with Generative Reward Models,reasoning_improvement
ExpliCa: Evaluating Explicit Causal Reasoning in Large Language Models,reasoning_improvement
Child vs. machine language learning: Can the logical structure of human language unleash LLMs?,reasoning_improvement
Scalable Best-of-N Selection for Large Language Models via Self-Certainty,reasoning_improvement
R1-T1: Fully Incentivizing Translation Capability in LLMs via Reasoning Learning,reasoning_improvement
Scoring Verifiers: Evaluating Synthetic Verification for Code and Reasoning,reasoning_improvement
Is That Your Final Answer? Test-Time Scaling Improves Selective Question Answering,reasoning_improvement
Problem-Solving Logic Guided Curriculum In-Context Learning for LLMs Complex Reasoning,reasoning_improvement
Enhancing Cross-Tokenizer Knowledge Distillation with Contextual Dynamical Mapping,reasoning_improvement
Distill Not Only Data but Also Rewards: Can Smaller Language Models Surpass Larger Ones?,reasoning_improvement
Med-RLVR: Emerging Medical Reasoning from a 3B base model via reinforcement Learning,reasoning_improvement
Evaluating System 1 vs. 2 Reasoning Approaches for Zero-Shot Time Series Forecasting: A Benchmark and Insights,reasoning_improvement
AlphaMaze: Enhancing Large Language Models' Spatial Intelligence via GRPO,reasoning_improvement
Confidence Improves Self-Consistency in LLMs,reasoning_improvement
O1 Embedder: Let Retrievers Think Before Action,reasoning_improvement
Goedel-Prover: A Frontier Model for Open-Source Automated Theorem Proving,reasoning_improvement
Small Models Struggle to Learn from Strong Reasoners,reasoning_improvement
A Study on Leveraging Search and Self-Feedback for Agent Reasoning,reasoning_improvement
Measuring Faithfulness of Chains of Thought by Unlearning Reasoning Steps,reasoning_improvement
Can Large Language Models Detect Errors in Long Chain-of-Thought Reasoning?,reasoning_improvement
Isolating Language-Coding from Problem-Solving: Benchmarking LLMs with PseudoEval,reasoning_improvement
MATH-Perturb: Benchmarking LLMs' Math Reasoning Abilities against Hard Perturbations,reasoning_improvement
NAVER: A Neuro-Symbolic Compositional Automaton for Visual Grounding with Explicit Logic Reasoning,reasoning_improvement
Leveraging Reasoning with Guidelines to Elicit and Utilize Knowledge for Enhancing Safety Alignment,reasoning_improvement
Chain-of-Thought Matters: Improving Long-Context Language Models with Reasoning Path Supervision,reasoning_improvement
ReasonFlux: Hierarchical LLM Reasoning via Scaling Thought Templates,reasoning_improvement
Medicine on the Edge: Comparative Performance Analysis of On-Device LLMs for Clinical Reasoning,reasoning_improvement
Adapting Language-Specific LLMs to a Reasoning Model in One Day via Model Merging -- An Open Recipe,reasoning_improvement
CRANE: Reasoning with constrained LLM generation,reasoning_improvement
Do We Need to Verify Step by Step? Rethinking Process Supervision from a Theoretical Perspective,reasoning_improvement
A-MEM: Agentic Memory for LLM Agents,reasoning_improvement
To Think or Not to Think: Exploring the Unthinking Vulnerability in Large Reasoning Models,reasoning_improvement
The Self-Improvement Paradox: Can Language Models Bootstrap Reasoning Capabilities without External Scaffolding?,reasoning_improvement
SPPD: Self-training with Process Preference Learning Using Dynamic Value Margin,reasoning_improvement
Agentic Reward Modeling: Integrating Human Preferences with Verifiable Correctness Signals for Reliable Reward Systems,reasoning_improvement
General Reasoning Requires Learning to Reason from the Get-go,reasoning_improvement
None of the Others: a General Technique to Distinguish Reasoning from Memorization in Multiple-Choice LLM Evaluation Benchmarks,reasoning_improvement
S$^2$R: Teaching LLMs to Self-verify and Self-correct via Reinforcement Learning,reasoning_improvement
Patterns Over Principles: The Fragility of Inductive Reasoning in LLMs under Noisy Observations,reasoning_improvement
ThinkBench: Dynamic Out-of-Distribution Evaluation for Robust LLM Reasoning,reasoning_improvement
DocPuzzle: A Process-Aware Benchmark for Evaluating Realistic Long-Context Reasoning Capabilities,reasoning_improvement
Can LLMs Explain Themselves Counterfactually?,reasoning_improvement
$Q\sharp$: Provably Optimal Distributional RL for LLM Post-Training,reasoning_improvement
FANformer: Improving Large Language Models Through Effective Periodicity Modeling,reasoning_improvement
LLM Post-Training: A Deep Dive into Reasoning Large Language Models,reasoning_improvement
Automating Mathematical Proof Generation Using Large Language Model Agents and Knowledge Graphs,reasoning_improvement
ACECODER: Acing Coder RL via Automated Test-Case Synthesis,reasoning_improvement
Lower Bounds for Chain-of-Thought Reasoning in Hard-Attention Transformers,reasoning_improvement
NoLiMa: Long-Context Evaluation Beyond Literal Matching,reasoning_improvement
Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach,reasoning_improvement
Towards Foundational Models for Dynamical System Reconstruction: Hierarchical Meta-Learning via Mixture of Experts,reasoning_improvement
GSM-Infinite: How Do Your LLMs Behave over Infinitely Increasing Context Length and Reasoning Complexity?,reasoning_improvement
LLMs Can Teach Themselves to Better Predict the Future,reasoning_improvement
RefineCoder: Iterative Improving of Large Language Models via Adaptive Critique Refinement for Code Generation,reasoning_improvement
EPO: Explicit Policy Optimization for Strategic Reasoning in LLMs via Reinforcement Learning,reasoning_improvement
SafeChain: Safety of Language Models with Long Chain-of-Thought Reasoning Capabilities,reasoning_improvement
VersaPRM: Multi-Domain Process Reward Model via Synthetic Reasoning Data,reasoning_improvement
Focused-DPO: Enhancing Code Generation Through Focused Preference Optimization on Error-Prone Points,reasoning_improvement
Building A Proof-Oriented Programmer That Is 64% Better Than GPT-4o Under Data Scarcity,reasoning_improvement
DISC: Dynamic Decomposition Improves LLM Inference Scaling,reasoning_improvement
Beyond Pattern Recognition: Probing Mental Representations of LMs,reasoning_improvement
Enhancing Depression Detection with Chain-of-Thought Prompting: From Emotion to Reasoning Using Large Language Models,reasoning_improvement
Rethinking Fine-Tuning when Scaling Test-Time Compute: Limiting Confidence Improves Mathematical Reasoning,reasoning_improvement
STAIR: Improving Safety Alignment with Introspective Reasoning,reasoning_improvement
Reasoning-to-Defend: Safety-Aware Reasoning Can Defend Large Language Models from Jailbreaking,reasoning_improvement
NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,reasoning_improvement
Training Language Models to Reason Efficiently,reasoning_improvement
Unveiling the Mechanisms of Explicit CoT Training: How CoT Enhances Reasoning Generalization,reasoning_improvement
MathConstruct: Challenging LLM Reasoning with Constructive Proofs,reasoning_improvement
À la recherche du sens perdu: your favourite LLM might have more to say than you can understand,reasoning_improvement
UGPhysics: A Comprehensive Benchmark for Undergraduate Physics Reasoning with Large Language Models,reasoning_improvement
Step Back to Leap Forward: Self-Backtracking for Boosting Reasoning of Language Models,reasoning_improvement
Can 1B LLM Surpass 405B LLM? Rethinking Compute-Optimal Test-Time Scaling,reasoning_improvement
CoT-UQ: Improving Response-wise Uncertainty Quantification in LLMs with Chain-of-Thought,reasoning_improvement
FINEREASON: Evaluating and Improving LLMs' Deliberate Reasoning through Reflective Puzzle Solving,reasoning_improvement
Beyond Single-Task: Robust Multi-Task Length Generalization for LLMs,reasoning_improvement
Training a Generally Curious Agent,reasoning_improvement
LR$^2$Bench: Evaluating Long-chain Reflective Reasoning Capabilities of Large Language Models via Constraint Satisfaction Problems,reasoning_improvement
PEA: Enhancing LLM Performance on Computational-Reasoning Tasks,reasoning_improvement
Zero-Shot Belief: A Hard Problem for LLMs,reasoning_improvement
Unlocking the Potential of Generative AI through Neuro-Symbolic Architectures: Benefits and Limitations,reasoning_improvement
MathFimer: Enhancing Mathematical Reasoning by Expanding Reasoning Steps through Fill-in-the-Middle Task,reasoning_improvement
Linguistic Generalizability of Test-Time Scaling in Mathematical Reasoning,reasoning_improvement
Reasoning with Latent Thoughts: On the Power of Looped Transformers,reasoning_improvement
Improving Value-based Process Verifier via Structural Prior Injection,reasoning_improvement
From System 1 to System 2: A Survey of Reasoning Large Language Models,reasoning_improvement
Game-Theoretic Regularized Self-Play Alignment of Large Language Models,reasoning_improvement
How Do LLMs Perform Two-Hop Reasoning in Context?,reasoning_improvement
MedRAX: Medical Reasoning Agent for Chest X-ray,reasoning_improvement
Twilight: Adaptive Attention Sparsity with Hierarchical Top-$p$ Pruning,reasoning_improvement
PhysReason: A Comprehensive Benchmark towards Physics-Based Reasoning,reasoning_improvement
Atom of Thoughts for Markov LLM Test-Time Scaling,reasoning_improvement
Diverse Inference and Verification for Advanced Reasoning,reasoning_improvement
Dynamic Chain-of-Thought: Towards Adaptive Deep Reasoning,reasoning_improvement
Self-rewarding correction for mathematical reasoning,reasoning_improvement
CodeSteer: Symbolic-Augmented Language Models via Code/Text Guidance,reasoning_improvement
CoS: Chain-of-Shot Prompting for Long Video Understanding,reasoning_improvement
Towards Reasoning Ability of Small Language Models,reasoning_improvement
Can Language Models Falsify? Evaluating Algorithmic Reasoning with Counterexample Creation,reasoning_improvement
Baichuan-M1: Pushing the Medical Capability of Large Language Models,reasoning_improvement
HopRAG: Multi-Hop Reasoning for Logic-Aware Retrieval-Augmented Generation,reasoning_improvement
Multi-Step Alignment as Markov Games: An Optimistic Online Gradient Descent Approach with Convergence Guarantees,reasoning_improvement
Stepwise Informativeness Search for Efficient and Effective LLM Reasoning,reasoning_improvement
Unveiling the Key Factors for Distilling Chain-of-Thought Reasoning,reasoning_improvement
Advancing Reasoning in Large Language Models: Promising Methods and Approaches,reasoning_improvement
Mathematical Reasoning in Large Language Models: Assessing Logical and Arithmetic Errors across Wide Numerical Ranges,reasoning_improvement
SIFT: Grounding LLM Reasoning in Contexts via Stickers,reasoning_improvement
Reinforcement Learning for Long-Horizon Interactive LLM Agents,reasoning_improvement
Al-Khwarizmi: Discovering Physical Laws with Foundation Models,reasoning_improvement
BOLT: Bootstrap Long Chain-of-Thought in Language Models without Distillation,reasoning_improvement
Beyond Seen Data: Improving KBQA Generalization Through Schema-Guided Logical Form Generation,reasoning_improvement
CER: Confidence Enhanced Reasoning in LLMs,reasoning_improvement
MedVLM-R1: Incentivizing Medical Reasoning Capability of Vision-Language Models (VLMs) via Reinforcement Learning,reasoning_improvement
RuozhiBench: Evaluating LLMs with Logical Fallacies and Misleading Premises,reasoning_improvement
Fino1: On the Transferability of Reasoning Enhanced LLMs to Finance,reasoning_improvement
SoRFT: Issue Resolving with Subtask-oriented Reinforced Fine-Tuning,reasoning_improvement
SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning,reasoning_improvement
Facilitating Long Context Understanding via Supervised Chain-of-Thought Reasoning,reasoning_improvement
Enhancing Domain-Specific Retrieval-Augmented Generation: Synthetic Data Generation and Evaluation using Reasoning Models,reasoning_improvement
"If Multi-Agent Debate is the Answer, What is the Question?",reasoning_improvement
Inference-Time Computations for LLM Reasoning and Planning: A Benchmark and Insights,reasoning_improvement
Reasoning and the Trusting Behavior of DeepSeek and GPT: An Experiment Revealing Hidden Fault Lines in Large Language Models,reasoning_improvement
RoseRAG: Robust Retrieval-augmented Generation with Small-scale LLMs via Margin-aware Preference Optimization,reasoning_improvement
Exposing Numeracy Gaps: A Benchmark to Evaluate Fundamental Numerical Abilities in Large Language Models,reasoning_improvement
Leveraging Constrained Monte Carlo Tree Search to Generate Reliable Long Chain-of-Thought for Mathematical Reasoning,reasoning_improvement
PhD Knowledge Not Required: A Reasoning Challenge for Large Language Models,reasoning_improvement
Typhoon T1: An Open Thai Reasoning Model,reasoning_improvement
Every Expert Matters: Towards Effective Knowledge Distillation for Mixture-of-Experts Language Models,reasoning_improvement
PhantomWiki: On-Demand Datasets for Reasoning and Retrieval Evaluation,reasoning_improvement
Verbalized Bayesian Persuasion,reasoning_improvement
A Survey on Feedback-based Multi-step Reasoning for Large Language Models on Mathematics,reasoning_improvement
Hypothesis-Driven Theory-of-Mind Reasoning for Large Language Models,reasoning_improvement
Leveraging Dual Process Theory in Language Agent Framework for Real-time Simultaneous Human-AI Collaboration,reasoning_improvement
Multimodal Inconsistency Reasoning (MMIR): A New Benchmark for Multimodal Reasoning Models,reasoning_improvement
Self-Taught Agentic Long Context Understanding,reasoning_improvement
Large Language Model Strategic Reasoning Evaluation through Behavioral Game Theory,reasoning_improvement
InfiR : Crafting Effective Small Language Models and Multimodal Small Language Models in Reasoning,reasoning_improvement
Large Language Models and Mathematical Reasoning Failures,reasoning_improvement
Table-Critic: A Multi-Agent Framework for Collaborative Criticism and Refinement in Table Reasoning,reasoning_improvement
Zero-shot Large Language Models for Long Clinical Text Summarization with Temporal Reasoning,reasoning_improvement
BoostStep: Boosting mathematical capability of Large Language Models via improved single-step reasoning,reasoning_improvement
From Informal to Formal -- Incorporating and Evaluating LLMs on Natural Language Requirements to Verifiable Formal Proofs,reasoning_improvement
Citrus: Leveraging Expert Cognitive Pathways in a Medical Language Model for Advanced Medical Decision Support,reasoning_improvement
SoS1: O1 and R1-Like Reasoning LLMs are Sum-of-Square Solvers,reasoning_improvement
Critique Fine-Tuning: Learning to Critique is More Effective than Learning to Imitate,reasoning_improvement
HackerRank-ASTRA: Evaluating Correctness & Consistency of Large Language Models on cross-domain multi-file project problems,reasoning_improvement
GuardReasoner: Towards Reasoning-based LLM Safeguards,reasoning_improvement
Test-Time Compute: from System-1 Thinking to System-2 Thinking,reasoning_improvement
xJailbreak: Representation Space Guided Reinforcement Learning for Interpretable LLM Jailbreaking,reasoning_improvement
Disentangling Exploration of Large Language Models by Optimal Exploitation,reasoning_improvement
Softplus Attention with Re-weighting Boosts Length Extrapolation in Large Language Models,reasoning_improvement
Think Smarter not Harder: Adaptive Reasoning with Inference Aware Optimization,reasoning_improvement
The Essence of Contextual Understanding in Theory of Mind: A Study on Question Answering with Story Characters,reasoning_improvement
Multimodal LLMs Can Reason about Aesthetics in Zero-Shot,reasoning_improvement
Chain of Grounded Objectives: Bridging Process and Goal-oriented Prompting for Code Generation,reasoning_improvement
Reward-aware Preference Optimization: A Unified Mathematical Framework for Model Alignment,reasoning_improvement
STP: Self-play LLM Theorem Provers with Iterative Conjecturing and Proving,reasoning_improvement
URSA: Understanding and Verifying Chain-of-thought Reasoning in Multimodal Mathematics,reasoning_improvement
ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,reasoning_improvement
Rethinking External Slow-Thinking: From Snowball Errors to Probability of Correct Reasoning,reasoning_improvement
MedXpertQA: Benchmarking Expert-Level Medical Reasoning and Understanding,reasoning_improvement
A Cognitive Paradigm Approach to Probe the Perception-Reasoning Interface in VLMs,reasoning_improvement
LiveIdeaBench: Evaluating LLMs' Divergent Thinking for Scientific Idea Generation with Minimal Context,reasoning_improvement
DRT: Deep Reasoning Translation via Long Chain-of-Thought,reasoning_improvement
Efficiently Scaling LLM Reasoning with Certaindex,reasoning_improvement
MALT: Improving Reasoning with Multi-Agent LLM Training,reasoning_improvement
"A Survey of Mathematical Reasoning in the Era of Multimodal Large Language Model: Benchmark, Method & Challenges",reasoning_improvement
SpecFuse: Ensembling Large Language Models via Next-Segment Prediction,reasoning_improvement
InfAlign: Inference-aware language model alignment,reasoning_improvement
Demonstration Selection for In-Context Learning via Reinforcement Learning,reasoning_improvement
Can Input Attributions Interpret the Inductive Reasoning Process in In-Context Learning?,reasoning_improvement
Planning vs Reasoning: Ablations to Test Capabilities of LoRA layers,reasoning_improvement
Enhancing Answer Reliability Through Inter-Model Consensus of Large Language Models,reasoning_improvement
Theorem-Validated Reverse Chain-of-Thought Problem Generation for Geometric Reasoning,reasoning_improvement
Graph of Records: Boosting Retrieval Augmented Generation for Long-context Summarization with Graphs,reasoning_improvement
Can Large Language Models Invent Algorithms to Improve Themselves?: Algorithm Discovery for Recursive Self-Improvement through Reinforcement Learning,reasoning_improvement
SuperCorrect: Advancing Small LLM Reasoning with Thought Template Distillation and Self-Correction,reasoning_improvement
Beyond Exact Match: Semantically Reassessing Event Extraction by Large Language Models,reasoning_improvement
Latent Space Chain-of-Embedding Enables Output-free LLM Self-Evaluation,reasoning_improvement
TMGBench: A Systematic Game Benchmark for Evaluating Strategic Reasoning Abilities of LLMs,reasoning_improvement
MaCTG: Multi-Agent Collaborative Thought Graph for Automatic Programming,reasoning_improvement
Can Transformers Reason Logically? A Study in SAT Solving,reasoning_improvement
GIVE: Structured Reasoning of Large Language Models with Knowledge Graph Inspired Veracity Extrapolation,reasoning_improvement
Centaur: a foundation model of human cognition,reasoning_improvement
Step Guided Reasoning: Improving Mathematical Reasoning using Guidance Generation and Step Reasoning,reasoning_improvement
Holistic Reasoning with Long-Context LMs: A Benchmark for Database Operations on Massive Textual Data,reasoning_improvement
Unleashing LLM Reasoning Capability via Scalable Question Synthesis from Scratch,reasoning_improvement
Electrocardiogram-Language Model for Few-Shot Question Answering with Meta Learning,reasoning_improvement
The Role of Deductive and Inductive Reasoning in Large Language Models,reasoning_improvement
Bridging Stepwise Lab-Informed Pretraining and Knowledge-Guided Learning for Diagnostic Reasoning,reasoning_improvement
Generalists vs. Specialists: Evaluating LLMs on Highly-Constrained Biophysical Sequence Optimization Tasks,reasoning_improvement
Autonomous Evaluation of LLMs for Truth Maintenance and Reasoning Tasks,reasoning_improvement
Learning from Committee: Reasoning Distillation from a Mixture of Teachers with Peer-Review,reasoning_improvement
MathGAP: Out-of-Distribution Evaluation on Problems with Arbitrarily Complex Proofs,reasoning_improvement
SpecEval: Evaluating Code Comprehension in Large Language Models via Program Specifications,reasoning_improvement
What Should We Engineer in Prompts? Training Humans in Requirement-Driven LLM Use,reasoning_improvement
NeedleBench: Can LLMs Do Retrieval and Reasoning in Information-Dense Context?,reasoning_improvement
Why LLMs Are Bad at Synthetic Table Generation (and what to do about it),reasoning_improvement
LLMs as Models for Analogical Reasoning,reasoning_improvement
Asymptotic theory of in-context learning by linear attention,reasoning_improvement
Large Language Models Are Struggle to Cope with Unreasonability in Math Problems,reasoning_improvement
FormulaReasoning: A Dataset for Formula-Based Numerical Reasoning,reasoning_improvement
Look Before You Decide: Prompting Active Deduction of MLLMs for Assumptive Reasoning,reasoning_improvement
GLoRE: Evaluating Logical Reasoning of Large Language Models,reasoning_improvement
